id,user_id,item_id,timestamp,action,correct,response_text,time_taken
int_2113,user_94,content_27,2025-10-28T16:35:43.352527,attempt,0,Partial response,207.45
int_2114,user_94,content_18,2025-10-21T16:35:43.352536,complete,1,Student answer text here,243.37
int_2115,user_94,content_41,2025-10-27T16:35:43.352545,view,1,Student answer text here,90.7
int_2116,user_94,content_46,2025-10-25T16:35:43.352555,view,1,Student answer text here,195.07
int_2117,user_94,content_47,2025-10-19T16:35:43.352565,attempt,1,Student answer text here,201.39
int_2118,user_94,content_22,2025-10-21T16:35:43.352574,complete,1,Student answer text here,33.39
int_2119,user_95,content_21,2025-10-21T16:35:43.352584,view,1,Student answer text here,154.73
int_2120,user_95,content_48,2025-10-25T16:35:43.352594,complete,1,Student answer text here,218.39
int_2121,user_95,content_44,2025-10-24T16:35:43.352603,attempt,1,Student answer text here,38.71
int_2122,user_95,content_55,2025-10-18T16:35:43.352613,attempt,0,Partial response,181.56
int_2123,user_95,content_23,2025-10-25T16:35:43.352622,complete,0,Partial response,295.91
int_2124,user_95,content_24,2025-10-24T16:35:43.352632,attempt,1,Student answer text here,151.9
int_2125,user_95,content_30,2025-10-26T16:35:43.352642,complete,0,Partial response,187.93
int_2126,user_95,content_40,2025-10-19T16:35:43.352651,attempt,1,Student answer text here,142.16
int_2127,user_95,content_49,2025-10-24T16:35:43.352664,complete,0,Partial response,230.89
int_2128,user_95,content_16,2025-10-20T16:35:43.352674,view,1,Student answer text here,132.18
int_2129,user_95,content_55,2025-10-27T16:35:43.352683,attempt,0,Partial response,88.94
int_2130,user_95,content_8,2025-10-26T16:35:43.352693,view,1,Student answer text here,237.06
int_2131,user_95,content_48,2025-10-20T16:35:43.352703,attempt,1,Student answer text here,125.05
int_2132,user_95,content_14,2025-10-19T16:35:43.352713,attempt,1,Student answer text here,116.24
int_2133,user_95,content_24,2025-10-18T16:35:43.352722,complete,0,Partial response,289.26
int_2134,user_95,content_49,2025-10-20T16:35:43.352751,complete,1,Student answer text here,173.78
int_2135,user_95,content_15,2025-10-21T16:35:43.352763,attempt,1,Student answer text here,107.3
int_2136,user_95,content_60,2025-10-26T16:35:43.352777,view,1,Student answer text here,138.01
int_2137,user_95,content_1,2025-10-21T16:35:43.352785,complete,1,Student answer text here,76.51
int_2138,user_95,content_59,2025-10-22T16:35:43.352794,complete,0,Partial response,206.34
int_2139,user_95,content_27,2025-10-25T16:35:43.352805,complete,1,Student answer text here,37.84
int_2140,user_95,content_15,2025-10-19T16:35:43.352814,complete,0,Partial response,165.91
int_2141,user_95,content_6,2025-10-28T16:35:43.352823,attempt,1,Student answer text here,194.65
int_2142,user_95,content_11,2025-10-18T16:35:43.352834,view,1,Student answer text here,287.0
int_2143,user_95,content_2,2025-10-20T16:35:43.352844,complete,1,Student answer text here,263.13
int_2144,user_96,content_30,2025-10-25T16:35:43.352856,view,1,Student answer text here,157.49
int_2145,user_96,content_46,2025-10-23T16:35:43.352875,view,0,Partial response,109.11
int_2146,user_96,content_58,2025-10-25T16:35:43.352892,complete,0,Partial response,154.52
int_2147,user_96,content_16,2025-10-25T16:35:43.352903,view,1,Student answer text here,292.66
int_2148,user_96,content_33,2025-10-19T16:35:43.352914,attempt,0,Partial response,265.46
int_2149,user_96,content_59,2025-10-25T16:35:43.352924,attempt,0,Partial response,224.95
int_2150,user_96,content_5,2025-10-28T16:35:43.352934,complete,0,Partial response,212.76
int_2151,user_96,content_56,2025-10-22T16:35:43.352945,view,1,Student answer text here,241.42
int_2152,user_96,content_17,2025-10-19T16:35:43.352956,complete,0,Partial response,297.09
int_2153,user_96,content_46,2025-10-21T16:35:43.352966,attempt,0,Partial response,253.49
int_2154,user_96,content_4,2025-10-22T16:35:43.352976,complete,1,Student answer text here,237.57
int_2155,user_96,content_24,2025-10-20T16:35:43.352987,complete,1,Student answer text here,205.4
int_2156,user_96,content_28,2025-10-27T16:35:43.352998,view,0,Partial response,258.71
int_2157,user_96,content_49,2025-10-26T16:35:43.353009,attempt,0,Partial response,141.48
int_2158,user_96,content_22,2025-10-25T16:35:43.353019,attempt,0,Partial response,86.72
int_2159,user_96,content_7,2025-10-18T16:35:43.353031,complete,1,Student answer text here,50.0
int_2160,user_96,content_58,2025-10-25T16:35:43.353042,attempt,1,Student answer text here,122.46
int_2161,user_96,content_45,2025-10-23T16:35:43.353055,attempt,1,Student answer text here,218.88
int_2162,user_96,content_37,2025-10-19T16:35:43.353065,view,1,Student answer text here,235.56
int_2163,user_96,content_10,2025-10-28T16:35:43.353076,view,1,Student answer text here,267.65
int_2164,user_97,content_46,2025-10-24T16:35:43.353087,complete,1,Student answer text here,72.74
int_2165,user_97,content_41,2025-10-21T16:35:43.353097,complete,1,Student answer text here,148.76
int_2166,user_97,content_19,2025-10-26T16:35:43.353109,view,0,Partial response,194.01
int_2167,user_97,content_55,2025-10-24T16:35:43.353122,complete,1,Student answer text here,91.54
int_2168,user_97,content_55,2025-10-19T16:35:43.353133,attempt,0,Partial response,70.06
int_2169,user_97,content_1,2025-10-23T16:35:43.353143,complete,1,Student answer text here,167.32
int_2170,user_97,content_56,2025-10-21T16:35:43.353153,complete,1,Student answer text here,273.0
int_2171,user_97,content_23,2025-10-19T16:35:43.353163,complete,0,Partial response,114.86
int_2172,user_97,content_24,2025-10-21T16:35:43.353173,complete,1,Student answer text here,75.66
int_2173,user_97,content_34,2025-10-26T16:35:43.353183,attempt,1,Student answer text here,272.23
int_2174,user_97,content_1,2025-10-23T16:35:43.353193,view,0,Partial response,113.51
int_2175,user_97,content_15,2025-10-24T16:35:43.353204,complete,0,Partial response,240.06
int_2176,user_97,content_51,2025-10-18T16:35:43.353215,view,0,Partial response,126.26
int_2177,user_97,content_30,2025-10-20T16:35:43.353227,view,0,Partial response,230.17
int_2178,user_97,content_24,2025-10-22T16:35:43.353238,complete,0,Partial response,56.69
int_2179,user_97,content_22,2025-10-24T16:35:43.353249,complete,0,Partial response,289.65
int_2180,user_97,content_55,2025-10-28T16:35:43.353261,attempt,0,Partial response,183.01
int_2181,user_97,content_16,2025-10-24T16:35:43.353271,complete,0,Partial response,79.32
int_2182,user_97,content_60,2025-10-25T16:35:43.353281,complete,0,Partial response,223.69
int_2183,user_97,content_12,2025-10-19T16:35:43.353291,attempt,0,Partial response,179.03
int_2184,user_97,content_6,2025-10-27T16:35:43.353302,view,0,Partial response,171.09
int_2185,user_97,content_4,2025-10-25T16:35:43.353317,view,0,Partial response,188.13
int_2186,user_97,content_38,2025-10-21T16:35:43.353329,view,1,Student answer text here,174.97
int_2187,user_97,content_51,2025-10-23T16:35:43.353340,complete,0,Partial response,49.72
int_2188,user_97,content_31,2025-10-21T16:35:43.353350,view,0,Partial response,158.53
int_2189,user_97,content_7,2025-10-19T16:35:43.353360,attempt,0,Partial response,110.99
int_2190,user_98,content_38,2025-10-27T16:35:43.353371,complete,1,Student answer text here,269.36
int_2191,user_98,content_50,2025-10-19T16:35:43.353381,complete,0,Partial response,195.89
int_2192,user_98,content_30,2025-10-24T16:35:43.353391,attempt,0,Partial response,192.37
int_2193,user_98,content_32,2025-10-23T16:35:43.353402,complete,0,Partial response,160.49
int_2194,user_98,content_19,2025-10-24T16:35:43.353413,complete,1,Student answer text here,97.24
int_2195,user_98,content_18,2025-10-18T16:35:43.353424,attempt,1,Student answer text here,60.1
int_2196,user_98,content_49,2025-10-21T16:35:43.353435,view,0,Partial response,116.19
int_2197,user_98,content_33,2025-10-21T16:35:43.353446,view,1,Student answer text here,78.27
int_2198,user_98,content_49,2025-10-18T16:35:43.353457,attempt,1,Student answer text here,55.53
int_2199,user_98,content_56,2025-10-23T16:35:43.353471,complete,1,Student answer text here,215.48
int_2200,user_98,content_53,2025-10-25T16:35:43.353482,view,0,Partial response,235.97
int_2201,user_98,content_14,2025-10-20T16:35:43.353493,attempt,1,Student answer text here,116.4
int_2202,user_98,content_34,2025-10-27T16:35:43.353504,complete,1,Student answer text here,111.02
int_2203,user_98,content_40,2025-10-19T16:35:43.353516,complete,0,Partial response,71.74
int_2204,user_98,content_11,2025-10-22T16:35:43.353527,view,0,Partial response,260.14
int_2205,user_99,content_21,2025-10-18T16:35:43.353544,complete,1,Student answer text here,242.96
int_2206,user_99,content_50,2025-10-25T16:35:43.353555,attempt,1,Student answer text here,157.44
int_2207,user_99,content_55,2025-10-23T16:35:43.353566,view,1,Student answer text here,112.68
int_2208,user_99,content_47,2025-10-23T16:35:43.353578,attempt,1,Student answer text here,113.16
int_2209,user_99,content_37,2025-10-22T16:35:43.353588,view,1,Student answer text here,235.8
int_2210,user_99,content_26,2025-10-22T16:35:43.353599,attempt,0,Partial response,204.36
int_2211,user_99,content_9,2025-10-24T16:35:43.353610,view,1,Student answer text here,251.0
int_2212,user_99,content_13,2025-10-18T16:35:43.353626,complete,0,Partial response,99.1
int_2213,user_99,content_54,2025-10-28T16:35:43.353637,attempt,1,Student answer text here,145.42
int_2214,user_99,content_25,2025-10-20T16:35:43.353647,complete,1,Student answer text here,229.53
int_2215,user_99,content_52,2025-10-19T16:35:43.353656,complete,0,Partial response,148.83
int_2216,user_99,content_18,2025-10-27T16:35:43.353666,view,0,Partial response,73.31
int_2217,user_99,content_47,2025-10-19T16:35:43.353675,attempt,1,Student answer text here,287.05
int_2218,user_99,content_3,2025-10-21T16:35:43.353685,view,1,Student answer text here,105.64
int_2219,user_99,content_39,2025-10-28T16:35:43.353697,view,1,Student answer text here,45.15
int_2220,user_99,content_22,2025-10-20T16:35:43.353706,attempt,1,Student answer text here,148.29
int_2221,user_99,content_19,2025-10-21T16:35:43.353726,view,0,Partial response,267.83
int_2222,user_99,content_5,2025-10-22T16:35:43.353781,view,1,Student answer text here,265.97
int_2223,user_99,content_38,2025-10-19T16:35:43.353795,view,1,Student answer text here,181.7
int_2224,user_99,content_29,2025-10-23T16:35:43.353810,complete,0,Partial response,177.58
int_2225,user_100,content_36,2025-10-28T16:35:43.353823,view,1,Student answer text here,238.47
int_2226,user_100,content_5,2025-10-23T16:35:43.353834,attempt,1,Student answer text here,231.76
int_2227,user_100,content_14,2025-10-23T16:35:43.353845,attempt,0,Partial response,91.47
int_2228,user_100,content_24,2025-10-25T16:35:43.353855,complete,1,Student answer text here,292.29
int_2229,user_100,content_17,2025-10-19T16:35:43.353993,complete,1,Student answer text here,281.82
int_2230,user_100,content_9,2025-10-18T16:35:43.354044,attempt,0,Partial response,145.38
int_2231,user_100,content_52,2025-10-28T16:35:43.354070,complete,1,Student answer text here,46.28
int_2232,user_100,content_33,2025-10-28T16:35:43.354084,complete,1,Student answer text here,148.05
int_2233,user_100,content_3,2025-10-20T16:35:43.354096,attempt,1,Student answer text here,106.31
int_2234,user_100,content_22,2025-10-27T16:35:43.354108,complete,0,Partial response,54.88
int_2235,user_100,content_36,2025-10-20T16:35:43.354120,view,0,Partial response,245.62
int_2236,user_100,content_55,2025-10-19T16:35:43.354131,attempt,0,Partial response,194.71
int_2237,user_100,content_13,2025-10-18T16:35:43.354143,attempt,0,Partial response,250.79
int_2238,user_100,content_30,2025-10-26T16:35:43.354154,complete,1,Student answer text here,119.22
int_2239,user_100,content_12,2025-10-21T16:35:43.354166,complete,1,Student answer text here,240.9
int_2240,user_100,content_48,2025-10-28T16:35:43.354177,attempt,1,Student answer text here,185.18
int_2241,user_100,content_1,2025-10-28T16:35:43.354189,view,1,Student answer text here,90.81
int_2242,user_100,content_28,2025-10-24T16:35:43.354199,view,0,Partial response,187.78
int_2243,user_100,content_50,2025-10-20T16:35:43.354211,attempt,1,Student answer text here,206.48
int_2244,user_100,content_13,2025-10-19T16:35:43.354227,view,1,Student answer text here,80.99
int_2245,user_100,content_10,2025-10-24T16:35:43.354240,view,0,Partial response,57.24
int_2246,user_100,content_35,2025-10-26T16:35:43.354252,complete,0,Partial response,124.1
int_2247,user_100,content_5,2025-10-23T16:35:43.354330,view,1,Student answer text here,207.71
int_2248,user_101,content_20,2025-10-22T16:35:43.354491,attempt,0,Partial response,92.9
int_2249,user_101,content_59,2025-10-23T16:35:43.354510,view,0,Partial response,67.07
int_2250,user_101,content_58,2025-10-27T16:35:43.354522,attempt,1,Student answer text here,36.86
int_2251,user_101,content_56,2025-10-22T16:35:43.354535,view,0,Partial response,150.64
int_2252,user_101,content_26,2025-10-25T16:35:43.354547,attempt,0,Partial response,189.36
int_2253,user_101,content_8,2025-10-26T16:35:43.354559,complete,0,Partial response,276.59
int_2254,user_101,content_47,2025-10-26T16:35:43.354570,view,0,Partial response,62.5
int_2255,user_101,content_32,2025-10-23T16:35:43.354581,attempt,1,Student answer text here,81.56
int_2256,user_101,content_6,2025-10-21T16:35:43.354591,attempt,1,Student answer text here,167.36
int_2257,user_101,content_30,2025-10-28T16:35:43.354603,attempt,0,Partial response,246.92
int_2258,user_101,content_26,2025-10-23T16:35:43.354614,attempt,0,Partial response,285.35
int_2259,user_101,content_54,2025-10-22T16:35:43.354624,complete,0,Partial response,111.19
int_2260,user_101,content_45,2025-10-18T16:35:43.354634,complete,0,Partial response,248.75
int_2261,user_101,content_57,2025-10-28T16:35:43.354645,attempt,1,Student answer text here,227.0
int_2262,user_101,content_58,2025-10-28T16:35:43.354656,view,1,Student answer text here,258.8
int_2263,user_101,content_12,2025-10-26T16:35:43.354693,complete,0,Partial response,72.05
int_2264,user_101,content_45,2025-10-28T16:35:43.354704,view,1,Student answer text here,190.98
int_2265,user_101,content_14,2025-10-23T16:35:43.354716,complete,1,Student answer text here,142.02
int_2266,user_101,content_11,2025-10-26T16:35:43.354727,view,1,Student answer text here,282.8
int_2267,user_101,content_10,2025-10-23T16:35:43.354756,view,0,Partial response,242.37
int_2268,user_101,content_2,2025-10-25T16:35:43.354769,attempt,1,Student answer text here,138.99
int_2269,user_102,content_59,2025-10-19T16:35:43.354781,attempt,1,Student answer text here,37.69
int_2270,user_102,content_2,2025-10-28T16:35:43.354792,attempt,1,Student answer text here,39.24
int_2271,user_102,content_56,2025-10-22T16:35:43.354803,view,0,Partial response,175.66
int_2272,user_102,content_49,2025-10-26T16:35:43.354813,view,0,Partial response,34.03
int_2273,user_102,content_58,2025-10-27T16:35:43.354823,attempt,0,Partial response,296.81
int_2274,user_102,content_8,2025-10-21T16:35:43.354843,attempt,1,Student answer text here,261.16
int_2275,user_102,content_35,2025-10-26T16:35:43.354853,complete,1,Student answer text here,248.54
int_2276,user_102,content_1,2025-10-21T16:35:43.354864,attempt,1,Student answer text here,272.88
int_2277,user_102,content_17,2025-10-23T16:35:43.354875,complete,0,Partial response,175.8
int_2278,user_102,content_40,2025-10-21T16:35:43.354887,attempt,0,Partial response,232.15
int_2279,user_102,content_55,2025-10-26T16:35:43.354897,view,0,Partial response,168.98
int_2280,user_102,content_52,2025-10-25T16:35:43.354908,complete,0,Partial response,52.19
int_2281,user_102,content_7,2025-10-24T16:35:43.354919,complete,1,Student answer text here,58.41
int_2282,user_102,content_15,2025-10-26T16:35:43.354930,complete,1,Student answer text here,208.03
int_2283,user_102,content_22,2025-10-18T16:35:43.354944,complete,1,Student answer text here,170.38
int_2284,user_102,content_37,2025-10-26T16:35:43.354956,attempt,1,Student answer text here,143.95
int_2285,user_102,content_43,2025-10-19T16:35:43.354968,complete,0,Partial response,282.35
int_2286,user_102,content_3,2025-10-18T16:35:43.354980,view,1,Student answer text here,244.43
int_2287,user_102,content_12,2025-10-26T16:35:43.354991,complete,0,Partial response,39.21
int_2288,user_102,content_51,2025-10-26T16:35:43.355003,attempt,0,Partial response,117.08
int_2289,user_102,content_37,2025-10-21T16:35:43.355014,attempt,1,Student answer text here,80.69
int_2290,user_102,content_56,2025-10-21T16:35:43.355026,view,1,Student answer text here,152.36
int_2291,user_102,content_17,2025-10-27T16:35:43.355038,complete,1,Student answer text here,105.41
int_2292,user_102,content_50,2025-10-23T16:35:43.355050,view,1,Student answer text here,98.93
int_2293,user_102,content_52,2025-10-20T16:35:43.355061,attempt,1,Student answer text here,209.08
int_2294,user_102,content_43,2025-10-20T16:35:43.355073,attempt,1,Student answer text here,47.04
int_2295,user_103,content_28,2025-10-20T16:35:43.355090,view,0,Partial response,55.54
int_2296,user_103,content_30,2025-10-27T16:35:43.355102,complete,0,Partial response,222.43
int_2297,user_103,content_9,2025-10-24T16:35:43.355113,attempt,1,Student answer text here,147.76
int_2298,user_103,content_6,2025-10-22T16:35:43.355127,complete,0,Partial response,82.62
int_2299,user_103,content_54,2025-10-28T16:35:43.355138,view,0,Partial response,228.02
int_2300,user_103,content_23,2025-10-19T16:35:43.355150,complete,0,Partial response,171.76
int_2301,user_103,content_52,2025-10-20T16:35:43.355161,view,1,Student answer text here,217.3
int_2302,user_103,content_34,2025-10-23T16:35:43.355176,view,0,Partial response,57.04
int_2303,user_103,content_11,2025-10-26T16:35:43.355188,complete,0,Partial response,284.39
int_2304,user_103,content_40,2025-10-25T16:35:43.355200,attempt,1,Student answer text here,43.21
int_2305,user_103,content_26,2025-10-22T16:35:43.355212,complete,1,Student answer text here,292.44
int_2306,user_103,content_58,2025-10-21T16:35:43.355222,attempt,1,Student answer text here,66.75
int_2307,user_103,content_20,2025-10-27T16:35:43.355234,attempt,0,Partial response,221.25
int_2308,user_103,content_43,2025-10-25T16:35:43.355245,complete,1,Student answer text here,195.54
int_2309,user_103,content_5,2025-10-22T16:35:43.355257,view,0,Partial response,68.82
int_2310,user_103,content_53,2025-10-25T16:35:43.355269,attempt,0,Partial response,242.3
int_2311,user_103,content_42,2025-10-22T16:35:43.355281,complete,1,Student answer text here,82.21
int_2312,user_103,content_54,2025-10-27T16:35:43.355292,view,1,Student answer text here,290.11
int_2313,user_103,content_18,2025-10-22T16:35:43.355304,view,0,Partial response,226.01
int_2314,user_103,content_38,2025-10-25T16:35:43.355332,attempt,0,Partial response,68.45
int_2315,user_103,content_18,2025-10-28T16:35:43.355354,complete,1,Student answer text here,61.67
int_2316,user_103,content_20,2025-10-18T16:35:43.355366,complete,0,Partial response,157.2
int_2317,user_103,content_43,2025-10-24T16:35:43.355378,view,1,Student answer text here,176.14
int_2318,user_103,content_40,2025-10-26T16:35:43.355389,view,1,Student answer text here,267.66
int_2319,user_103,content_49,2025-10-24T16:35:43.355401,view,1,Student answer text here,133.01
int_2320,user_103,content_58,2025-10-27T16:35:43.355411,complete,1,Student answer text here,155.96
int_2321,user_104,content_57,2025-10-24T16:35:43.355424,view,1,Student answer text here,171.17
int_2322,user_104,content_6,2025-10-25T16:35:43.355438,complete,1,Student answer text here,163.52
int_2323,user_104,content_45,2025-10-22T16:35:43.355449,view,1,Student answer text here,202.28
int_2324,user_104,content_56,2025-10-24T16:35:43.355461,attempt,1,Student answer text here,202.87
int_2325,user_104,content_22,2025-10-18T16:35:43.355521,attempt,1,Student answer text here,295.43
int_2326,user_104,content_6,2025-10-27T16:35:43.355571,complete,0,Partial response,247.62
int_2327,user_104,content_16,2025-10-25T16:35:43.355598,complete,1,Student answer text here,147.12
int_2328,user_104,content_18,2025-10-21T16:35:43.355610,complete,0,Partial response,193.79
int_2329,user_104,content_37,2025-10-19T16:35:43.355622,complete,1,Student answer text here,265.01
int_2330,user_104,content_43,2025-10-28T16:35:43.355634,complete,1,Student answer text here,59.11
int_2331,user_104,content_54,2025-10-19T16:35:43.355645,view,0,Partial response,61.72
int_2332,user_104,content_49,2025-10-23T16:35:43.355656,complete,0,Partial response,211.6
int_2333,user_104,content_58,2025-10-22T16:35:43.355668,complete,1,Student answer text here,230.96
int_2334,user_104,content_23,2025-10-21T16:35:43.355679,complete,1,Student answer text here,263.12
int_2335,user_104,content_3,2025-10-18T16:35:43.356246,complete,1,Student answer text here,239.96
int_2336,user_104,content_43,2025-10-25T16:35:43.356285,complete,0,Partial response,78.8
int_2337,user_104,content_41,2025-10-27T16:35:43.356300,attempt,1,Student answer text here,278.58
int_2338,user_104,content_52,2025-10-21T16:35:43.356311,attempt,0,Partial response,126.82
int_2339,user_104,content_44,2025-10-23T16:35:43.356323,view,1,Student answer text here,104.69
int_2340,user_104,content_51,2025-10-23T16:35:43.356349,attempt,0,Partial response,218.76
int_2341,user_105,content_50,2025-10-25T16:35:43.356368,complete,0,Partial response,238.12
int_2342,user_105,content_36,2025-10-22T16:35:43.356483,attempt,1,Student answer text here,240.86
int_2343,user_105,content_12,2025-10-27T16:35:43.356501,attempt,1,Student answer text here,124.99
int_2344,user_105,content_35,2025-10-23T16:35:43.356514,attempt,0,Partial response,57.35
int_2345,user_105,content_47,2025-10-18T16:35:43.356525,attempt,0,Partial response,114.49
int_2346,user_105,content_32,2025-10-22T16:35:43.356537,view,0,Partial response,101.46
int_2347,user_105,content_46,2025-10-23T16:35:43.356548,attempt,1,Student answer text here,247.59
int_2348,user_105,content_58,2025-10-26T16:35:43.356558,view,1,Student answer text here,117.15
int_2349,user_105,content_8,2025-10-19T16:35:43.356570,attempt,0,Partial response,275.38
int_2350,user_105,content_45,2025-10-20T16:35:43.356589,complete,1,Student answer text here,78.04
int_2351,user_105,content_40,2025-10-25T16:35:43.356601,view,0,Partial response,54.45
int_2352,user_105,content_39,2025-10-24T16:35:43.356610,view,1,Student answer text here,223.29
int_2353,user_105,content_35,2025-10-22T16:35:43.356621,view,1,Student answer text here,278.74
int_2354,user_105,content_7,2025-10-19T16:35:43.356633,complete,1,Student answer text here,292.1
int_2355,user_105,content_21,2025-10-21T16:35:43.356645,view,0,Partial response,96.39
int_2356,user_105,content_10,2025-10-28T16:35:43.356701,attempt,1,Student answer text here,90.61
int_2357,user_105,content_45,2025-10-25T16:35:43.356715,view,0,Partial response,148.9
int_2358,user_105,content_52,2025-10-26T16:35:43.356727,view,0,Partial response,110.13
int_2359,user_105,content_2,2025-10-21T16:35:43.356844,attempt,1,Student answer text here,180.21
int_2360,user_105,content_37,2025-10-22T16:35:43.356865,view,0,Partial response,258.93
int_2361,user_105,content_38,2025-10-18T16:35:43.356880,complete,1,Student answer text here,269.92
int_2362,user_105,content_25,2025-10-23T16:35:43.356889,attempt,1,Student answer text here,146.45
int_2363,user_105,content_24,2025-10-23T16:35:43.356898,complete,0,Partial response,126.41
int_2364,user_106,content_21,2025-10-20T16:35:43.356911,complete,0,Partial response,64.77
int_2365,user_106,content_59,2025-10-20T16:35:43.356923,attempt,1,Student answer text here,58.3
int_2366,user_106,content_53,2025-10-23T16:35:43.356933,complete,0,Partial response,219.58
int_2367,user_106,content_36,2025-10-21T16:35:43.357087,attempt,0,Partial response,185.05
int_2368,user_106,content_4,2025-10-19T16:35:43.357103,attempt,1,Student answer text here,164.23
int_2369,user_106,content_28,2025-10-26T16:35:43.357113,view,0,Partial response,181.19
int_2370,user_106,content_36,2025-10-23T16:35:43.357124,attempt,0,Partial response,264.25
int_2371,user_106,content_10,2025-10-18T16:35:43.357135,attempt,0,Partial response,47.66
int_2372,user_106,content_47,2025-10-19T16:35:43.357144,attempt,1,Student answer text here,285.78
int_2373,user_106,content_47,2025-10-19T16:35:43.357154,attempt,0,Partial response,146.32
int_2374,user_106,content_49,2025-10-22T16:35:43.357166,view,0,Partial response,208.69
int_2375,user_106,content_20,2025-10-23T16:35:43.357177,view,1,Student answer text here,183.86
int_2376,user_106,content_57,2025-10-26T16:35:43.357188,complete,1,Student answer text here,294.65
int_2377,user_106,content_38,2025-10-28T16:35:43.357200,complete,1,Student answer text here,44.3
int_2378,user_106,content_49,2025-10-19T16:35:43.357209,view,1,Student answer text here,239.15
int_2379,user_106,content_5,2025-10-20T16:35:43.357221,attempt,0,Partial response,227.2
int_2380,user_106,content_47,2025-10-25T16:35:43.357236,complete,0,Partial response,238.91
int_2381,user_106,content_12,2025-10-28T16:35:43.357249,complete,0,Partial response,280.78
int_2382,user_106,content_47,2025-10-23T16:35:43.357260,view,0,Partial response,55.42
int_2383,user_107,content_37,2025-10-22T16:35:43.357274,attempt,1,Student answer text here,218.03
int_2384,user_107,content_9,2025-10-26T16:35:43.357286,view,1,Student answer text here,114.02
int_2385,user_107,content_12,2025-10-24T16:35:43.357298,attempt,1,Student answer text here,54.5
int_2386,user_107,content_17,2025-10-25T16:35:43.357309,view,1,Student answer text here,124.82
int_2387,user_107,content_42,2025-10-23T16:35:43.357320,attempt,0,Partial response,232.99
int_2388,user_107,content_34,2025-10-28T16:35:43.357330,complete,1,Student answer text here,46.44
int_2389,user_107,content_36,2025-10-18T16:35:43.357339,attempt,0,Partial response,55.78
int_2390,user_107,content_1,2025-10-28T16:35:43.357350,attempt,0,Partial response,133.88
int_2391,user_107,content_2,2025-10-27T16:35:43.357372,view,1,Student answer text here,80.89
int_2392,user_107,content_40,2025-10-26T16:35:43.357384,complete,1,Student answer text here,88.96
int_2393,user_107,content_23,2025-10-18T16:35:43.357395,view,0,Partial response,191.92
int_2394,user_107,content_37,2025-10-21T16:35:43.357406,complete,0,Partial response,258.41
int_2395,user_107,content_50,2025-10-20T16:35:43.357417,view,0,Partial response,249.88
int_2396,user_107,content_29,2025-10-19T16:35:43.357428,view,0,Partial response,282.53
int_2397,user_107,content_57,2025-10-24T16:35:43.357439,attempt,0,Partial response,59.1
int_2398,user_107,content_44,2025-10-19T16:35:43.357452,complete,0,Partial response,75.19
int_2399,user_107,content_7,2025-10-25T16:35:43.357463,complete,1,Student answer text here,71.92
int_2400,user_107,content_40,2025-10-21T16:35:43.357478,complete,1,Student answer text here,177.95
int_2401,user_107,content_25,2025-10-27T16:35:43.357489,complete,1,Student answer text here,179.7
int_2402,user_107,content_22,2025-10-23T16:35:43.357498,view,0,Partial response,94.65
int_2403,user_107,content_53,2025-10-25T16:35:43.357509,attempt,1,Student answer text here,41.23
int_2404,user_107,content_4,2025-10-18T16:35:43.357520,complete,1,Student answer text here,233.75
int_2405,user_107,content_38,2025-10-20T16:35:43.357531,view,0,Partial response,209.15
int_2406,user_107,content_21,2025-10-20T16:35:43.357542,complete,1,Student answer text here,84.25
int_2407,user_107,content_21,2025-10-21T16:35:43.357552,view,0,Partial response,109.1
int_2408,user_107,content_41,2025-10-22T16:35:43.357562,attempt,1,Student answer text here,131.81
int_2409,user_107,content_32,2025-10-21T16:35:43.357571,view,0,Partial response,116.81
int_2410,user_108,content_40,2025-10-24T16:35:43.357582,attempt,1,Student answer text here,297.92
int_2411,user_108,content_50,2025-10-18T16:35:43.357592,complete,1,Student answer text here,44.88
int_2412,user_108,content_54,2025-10-25T16:35:43.357602,view,0,Partial response,112.92
int_2413,user_108,content_38,2025-10-18T16:35:43.357613,attempt,0,Partial response,229.6
int_2414,user_108,content_35,2025-10-28T16:35:43.357624,attempt,0,Partial response,133.92
int_2415,user_108,content_23,2025-10-18T16:35:43.357636,attempt,0,Partial response,229.41
int_2416,user_108,content_34,2025-10-20T16:35:43.357652,attempt,0,Partial response,213.91
int_2417,user_108,content_3,2025-10-27T16:35:43.357670,attempt,0,Partial response,286.49
int_2418,user_108,content_58,2025-10-23T16:35:43.357682,view,0,Partial response,222.79
int_2419,user_108,content_32,2025-10-19T16:35:43.357697,complete,0,Partial response,195.51
int_2420,user_108,content_3,2025-10-25T16:35:43.357714,complete,1,Student answer text here,61.41
int_2421,user_108,content_19,2025-10-25T16:35:43.357726,complete,0,Partial response,249.68
int_2422,user_108,content_54,2025-10-26T16:35:43.357761,attempt,1,Student answer text here,253.17
int_2423,user_108,content_24,2025-10-28T16:35:43.357774,view,1,Student answer text here,68.25
int_2424,user_108,content_16,2025-10-22T16:35:43.357784,complete,1,Student answer text here,184.05
int_2425,user_108,content_56,2025-10-25T16:35:43.357795,complete,1,Student answer text here,228.89
int_2426,user_108,content_18,2025-10-28T16:35:43.357807,attempt,1,Student answer text here,252.36
int_2427,user_108,content_25,2025-10-25T16:35:43.357818,attempt,1,Student answer text here,98.42
int_2428,user_108,content_1,2025-10-28T16:35:43.357831,complete,1,Student answer text here,237.12
